kegg_gene_id	locus_tag	pathway_id
pae:PA0552	PA0552	pae00010
pae:PA0555	PA0555	pae00010
pae:PA0887	PA0887	pae00010
pae:PA1017	PA1017	pae00010
pae:PA1498	PA1498	pae00010
pae:PA1587	PA1587	pae00010
pae:PA1770	PA1770	pae00010
pae:PA1982	PA1982	pae00010
pae:PA1984	PA1984	pae00010
pae:PA2119	PA2119	pae00010
pae:PA2250	PA2250	pae00010
pae:PA2266	PA2266	pae00010
pae:PA2275	PA2275	pae00010
pae:PA2323	PA2323	pae00010
pae:PA2555	PA2555	pae00010
pae:PA3001	PA3001	pae00010
pae:PA3193	PA3193	pae00010
pae:PA3195	PA3195	pae00010
pae:PA3629	PA3629	pae00010
pae:PA3635	PA3635	pae00010
pae:PA4022	PA4022	pae00010
pae:PA4152	PA4152	pae00010
pae:PA4329	PA4329	pae00010
pae:PA4732	PA4732	pae00010
pae:PA4733	PA4733	pae00010
pae:PA4748	PA4748	pae00010
pae:PA4829	PA4829	pae00010
pae:PA4899	PA4899	pae00010
pae:PA5015	PA5015	pae00010
pae:PA5016	PA5016	pae00010
pae:PA5110	PA5110	pae00010
pae:PA5131	PA5131	pae00010
pae:PA5192	PA5192	pae00010
pae:PA5322	PA5322	pae00010
pae:PA5422	PA5422	pae00010
pae:PA5427	PA5427	pae00010
pae:PA0795	PA0795	pae00020
pae:PA0854	PA0854	pae00020
pae:PA1562	PA1562	pae00020
pae:PA1580	PA1580	pae00020
pae:PA1581	PA1581	pae00020
pae:PA1582	PA1582	pae00020
pae:PA1583	PA1583	pae00020
pae:PA1584	PA1584	pae00020
pae:PA1585	PA1585	pae00020
pae:PA1586	PA1586	pae00020
pae:PA1587	PA1587	pae00020
pae:PA1588	PA1588	pae00020
pae:PA1589	PA1589	pae00020
pae:PA1787	PA1787	pae00020
pae:PA2250	PA2250	pae00020
pae:PA2623	PA2623	pae00020
pae:PA2624	PA2624	pae00020
pae:PA3452	PA3452	pae00020
pae:PA4152	PA4152	pae00020
pae:PA4333	PA4333	pae00020
pae:PA4470	PA4470	pae00020
pae:PA4640	PA4640	pae00020
pae:PA4829	PA4829	pae00020
pae:PA5015	PA5015	pae00020
pae:PA5016	PA5016	pae00020
pae:PA5192	PA5192	pae00020
pae:PA5435	PA5435	pae00020
pae:PA5436	PA5436	pae00020
pae:PA5445	PA5445	pae00020
pae:PA0330	PA0330	pae00030
pae:PA0548	PA0548	pae00030
pae:PA0555	PA0555	pae00030
pae:PA0607	PA0607	pae00030
pae:PA0849	PA0849	pae00030
pae:PA1499	PA1499	pae00030
pae:PA1950	PA1950	pae00030
pae:PA2261	PA2261	pae00030
pae:PA2263	PA2263	pae00030
pae:PA2264	PA2264	pae00030
pae:PA2265	PA2265	pae00030
pae:PA2266	PA2266	pae00030
pae:PA2290	PA2290	pae00030
pae:PA2321	PA2321	pae00030
pae:PA2323	PA2323	pae00030
pae:PA2796	PA2796	pae00030
pae:PA3131	PA3131	pae00030
pae:PA3181	PA3181	pae00030
pae:PA3182	PA3182	pae00030
pae:PA3183	PA3183	pae00030
pae:PA3194	PA3194	pae00030
pae:PA3373	PA3373	pae00030
pae:PA3896	PA3896	pae00030
pae:PA4204	PA4204	pae00030
pae:PA4670	PA4670	pae00030
pae:PA4732	PA4732	pae00030
pae:PA5110	PA5110	pae00030
pae:PA5322	PA5322	pae00030
pae:PA5439	PA5439	pae00030
pae:PA0224	PA0224	pae00040
pae:PA0607	PA0607	pae00040
pae:PA1253	PA1253	pae00040
pae:PA2022	PA2022	pae00040
pae:PA2023	PA2023	pae00040
pae:PA2217	PA2217	pae00040
pae:PA2343	PA2343	pae00040
pae:PA3559	PA3559	pae00040
pae:PA0224	PA0224	pae00051
pae:PA0555	PA0555	pae00051
pae:PA2232	PA2232	pae00051
pae:PA2342	PA2342	pae00051
pae:PA2344	PA2344	pae00051
pae:PA3540	PA3540	pae00051
pae:PA3541	PA3541	pae00051
pae:PA3542	PA3542	pae00051
pae:PA3545	PA3545	pae00051
pae:PA3547	PA3547	pae00051
pae:PA3551	PA3551	pae00051
pae:PA3560	PA3560	pae00051
pae:PA3561	PA3561	pae00051
pae:PA4748	PA4748	pae00051
pae:PA5110	PA5110	pae00051
pae:PA5322	PA5322	pae00051
pae:PA5452	PA5452	pae00051
pae:PA5453	PA5453	pae00051
pae:PA5454	PA5454	pae00051
pae:PA1384	PA1384	pae00052
pae:PA2023	PA2023	pae00052
pae:PA3193	PA3193	pae00052
pae:PA4068	PA4068	pae00052
pae:PA5322	PA5322	pae00052
pae:PA1253	PA1253	pae00053
pae:PA2022	PA2022	pae00053
pae:PA2215	PA2215	pae00053
pae:PA2217	PA2217	pae00053
pae:PA3559	PA3559	pae00053
pae:PA4899	PA4899	pae00053
pae:PA0098	PA0098	pae00061
pae:PA0182	PA0182	pae00061
pae:PA0493	PA0493	pae00061
pae:PA0494	PA0494	pae00061
pae:PA1373	PA1373	pae00061
pae:PA1470	PA1470	pae00061
pae:PA1609	PA1609	pae00061
pae:PA1610	PA1610	pae00061
pae:PA1617	PA1617	pae00061
pae:PA1806	PA1806	pae00061
pae:PA2950	PA2950	pae00061
pae:PA2965	PA2965	pae00061
pae:PA2967	PA2967	pae00061
pae:PA2968	PA2968	pae00061
pae:PA3112	PA3112	pae00061
pae:PA3299	PA3299	pae00061
pae:PA3300	PA3300	pae00061
pae:PA3333	PA3333	pae00061
pae:PA3639	PA3639	pae00061
pae:PA3645	PA3645	pae00061
pae:PA4089	PA4089	pae00061
pae:PA4389	PA4389	pae00061
pae:PA4786	PA4786	pae00061
pae:PA4847	PA4847	pae00061
pae:PA4848	PA4848	pae00061
pae:PA5174	PA5174	pae00061
pae:PA5524	PA5524	pae00061
pae:PA0447	PA0447	pae00071
pae:PA0879	PA0879	pae00071
pae:PA1187	PA1187	pae00071
pae:PA1525	PA1525	pae00071
pae:PA1535	PA1535	pae00071
pae:PA1617	PA1617	pae00071
pae:PA1629	PA1629	pae00071
pae:PA1736	PA1736	pae00071
pae:PA1737	PA1737	pae00071
pae:PA2001	PA2001	pae00071
pae:PA2550	PA2550	pae00071
pae:PA2552	PA2552	pae00071
pae:PA2553	PA2553	pae00071
pae:PA2574	PA2574	pae00071
pae:PA2815	PA2815	pae00071
pae:PA2940	PA2940	pae00071
pae:PA3013	PA3013	pae00071
pae:PA3014	PA3014	pae00071
pae:PA3299	PA3299	pae00071
pae:PA3300	PA3300	pae00071
pae:PA3454	PA3454	pae00071
pae:PA3591	PA3591	pae00071
pae:PA3629	PA3629	pae00071
pae:PA3925	PA3925	pae00071
pae:PA4435	PA4435	pae00071
pae:PA4785	PA4785	pae00071
pae:PA4899	PA4899	pae00071
pae:PA4979	PA4979	pae00071
pae:PA4994	PA4994	pae00071
pae:PA5349	PA5349	pae00071
pae:PA5427	PA5427	pae00071
pae:PA1165	PA1165	pae00074
pae:PA2968	PA2968	pae00074
pae:PA0655	PA0655	pae00130
pae:PA0853	PA0853	pae00130
pae:PA0865	PA0865	pae00130
pae:PA0949	PA0949	pae00130
pae:PA0968	PA0968	pae00130
pae:PA1224	PA1224	pae00130
pae:PA1225	PA1225	pae00130
pae:PA1618	PA1618	pae00130
pae:PA3171	PA3171	pae00130
pae:PA3911	PA3911	pae00130
pae:PA3912	PA3912	pae00130
pae:PA3913	PA3913	pae00130
pae:PA4019	PA4019	pae00130
pae:PA4231	PA4231	pae00130
pae:PA4975	PA4975	pae00130
pae:PA5063	PA5063	pae00130
pae:PA5221	PA5221	pae00130
pae:PA5223	PA5223	pae00130
pae:PA5237	PA5237	pae00130
pae:PA5357	PA5357	pae00130
pae:PA5358	PA5358	pae00130
pae:PA0105	PA0105	pae00190
pae:PA0106	PA0106	pae00190
pae:PA0107	PA0107	pae00190
pae:PA0108	PA0108	pae00190
pae:PA0112	PA0112	pae00190
pae:PA0113	PA0113	pae00190
pae:PA0141	PA0141	pae00190
pae:PA0518	PA0518	pae00190
pae:PA1317	PA1317	pae00190
pae:PA1318	PA1318	pae00190
pae:PA1319	PA1319	pae00190
pae:PA1320	PA1320	pae00190
pae:PA1321	PA1321	pae00190
pae:PA1552	PA1552	pae00190
pae:PA1553	PA1553	pae00190
pae:PA1554	PA1554	pae00190
pae:PA1555	PA1555	pae00190
pae:PA1556	PA1556	pae00190
pae:PA1557	PA1557	pae00190
pae:PA1581	PA1581	pae00190
pae:PA1582	PA1582	pae00190
pae:PA1583	PA1583	pae00190
pae:PA1584	PA1584	pae00190
pae:PA1856	PA1856	pae00190
pae:PA1883	PA1883	pae00190
pae:PA2428	PA2428	pae00190
pae:PA2637	PA2637	pae00190
pae:PA2638	PA2638	pae00190
pae:PA2639	PA2639	pae00190
pae:PA2640	PA2640	pae00190
pae:PA2641	PA2641	pae00190
pae:PA2642	PA2642	pae00190
pae:PA2643	PA2643	pae00190
pae:PA2644	PA2644	pae00190
pae:PA2645	PA2645	pae00190
pae:PA2646	PA2646	pae00190
pae:PA2647	PA2647	pae00190
pae:PA2648	PA2648	pae00190
pae:PA2649	PA2649	pae00190
pae:PA2691	PA2691	pae00190
pae:PA3929	PA3929	pae00190
pae:PA3930	PA3930	pae00190
pae:PA4031	PA4031	pae00190
pae:PA4133	PA4133	pae00190
pae:PA4429	PA4429	pae00190
pae:PA4430	PA4430	pae00190
pae:PA4431	PA4431	pae00190
pae:PA4538	PA4538	pae00190
pae:PA5242	PA5242	pae00190
pae:PA5553	PA5553	pae00190
pae:PA5554	PA5554	pae00190
pae:PA5555	PA5555	pae00190
pae:PA5556	PA5556	pae00190
pae:PA5557	PA5557	pae00190
pae:PA5558	PA5558	pae00190
pae:PA5559	PA5559	pae00190
pae:PA5560	PA5560	pae00190
pae:PA0296	PA0296	pae00220
pae:PA0298	PA0298	pae00220
pae:PA0530	PA0530	pae00220
pae:PA0662	PA0662	pae00220
pae:PA0870	PA0870	pae00220
pae:PA1337	PA1337	pae00220
pae:PA1566	PA1566	pae00220
pae:PA1638	PA1638	pae00220
pae:PA2040	PA2040	pae00220
pae:PA2828	PA2828	pae00220
pae:PA3068	PA3068	pae00220
pae:PA3356	PA3356	pae00220
pae:PA3525	PA3525	pae00220
pae:PA3537	PA3537	pae00220
pae:PA4402	PA4402	pae00220
pae:PA4534	PA4534	pae00220
pae:PA4588	PA4588	pae00220
pae:PA4756	PA4756	pae00220
pae:PA4758	PA4758	pae00220
pae:PA4865	PA4865	pae00220
pae:PA4867	PA4867	pae00220
pae:PA4868	PA4868	pae00220
pae:PA5119	PA5119	pae00220
pae:PA5171	PA5171	pae00220
pae:PA5172	PA5172	pae00220
pae:PA5173	PA5173	pae00220
pae:PA5204	PA5204	pae00220
pae:PA5206	PA5206	pae00220
pae:PA5263	PA5263	pae00220
pae:PA5323	PA5323	pae00220
pae:PA5390	PA5390	pae00220
pae:PA5508	PA5508	pae00220
pae:PA5522	PA5522	pae00220
pae:PA0134	PA0134	pae00230
pae:PA0148	PA0148	pae00230
pae:PA0387	PA0387	pae00230
pae:PA0590	PA0590	pae00230
pae:PA0934	PA0934	pae00230
pae:PA0935	PA0935	pae00230
pae:PA0944	PA0944	pae00230
pae:PA0945	PA0945	pae00230
pae:PA1013	PA1013	pae00230
pae:PA1124	PA1124	pae00230
pae:PA1140	PA1140	pae00230
pae:PA1155	PA1155	pae00230
pae:PA1156	PA1156	pae00230
pae:PA1393	PA1393	pae00230
pae:PA1469	PA1469	pae00230
pae:PA1514	PA1514	pae00230
pae:PA1515	PA1515	pae00230
pae:PA1516	PA1516	pae00230
pae:PA1517	PA1517	pae00230
pae:PA1518	PA1518	pae00230
pae:PA1521	PA1521	pae00230
pae:PA1523	PA1523	pae00230
pae:PA1524	PA1524	pae00230
pae:PA1543	PA1543	pae00230
pae:PA1574	PA1574	pae00230
pae:PA1920	PA1920	pae00230
pae:PA1931	PA1931	pae00230
pae:PA1932	PA1932	pae00230
pae:PA1933	PA1933	pae00230
pae:PA2499	PA2499	pae00230
pae:PA2629	PA2629	pae00230
pae:PA3043	PA3043	pae00230
pae:PA3108	PA3108	pae00230
pae:PA3217	PA3217	pae00230
pae:PA3625	PA3625	pae00230
pae:PA3686	PA3686	pae00230
pae:PA3751	PA3751	pae00230
pae:PA3763	PA3763	pae00230
pae:PA3769	PA3769	pae00230
pae:PA3770	PA3770	pae00230
pae:PA3807	PA3807	pae00230
pae:PA3970	PA3970	pae00230
pae:PA4115	PA4115	pae00230
pae:PA4442	PA4442	pae00230
pae:PA4443	PA4443	pae00230
pae:PA4543	PA4543	pae00230
pae:PA4645	PA4645	pae00230
pae:PA4670	PA4670	pae00230
pae:PA4854	PA4854	pae00230
pae:PA4855	PA4855	pae00230
pae:PA4865	PA4865	pae00230
pae:PA4867	PA4867	pae00230
pae:PA4868	PA4868	pae00230
pae:PA4938	PA4938	pae00230
pae:PA4969	PA4969	pae00230
pae:PA4971	PA4971	pae00230
pae:PA5173	PA5173	pae00230
pae:PA5176	PA5176	pae00230
pae:PA5177	PA5177	pae00230
pae:PA5241	PA5241	pae00230
pae:PA5272	PA5272	pae00230
pae:PA5298	PA5298	pae00230
pae:PA5322	PA5322	pae00230
pae:PA5336	PA5336	pae00230
pae:PA5338	PA5338	pae00230
pae:PA5425	PA5425	pae00230
pae:PA5426	PA5426	pae00230
pae:PA5497	PA5497	pae00230
pae:PA0342	PA0342	pae00240
pae:PA0401	PA0401	pae00240
pae:PA0402	PA0402	pae00240
pae:PA0403	PA0403	pae00240
pae:PA0437	PA0437	pae00240
pae:PA0439	PA0439	pae00240
pae:PA0440	PA0440	pae00240
pae:PA0441	PA0441	pae00240
pae:PA0444	PA0444	pae00240
pae:PA0560	PA0560	pae00240
pae:PA0935	PA0935	pae00240
pae:PA1155	PA1155	pae00240
pae:PA1156	PA1156	pae00240
pae:PA1574	PA1574	pae00240
pae:PA1920	PA1920	pae00240
pae:PA2876	PA2876	pae00240
pae:PA2962	PA2962	pae00240
pae:PA3050	PA3050	pae00240
pae:PA3163	PA3163	pae00240
pae:PA3480	PA3480	pae00240
pae:PA3527	PA3527	pae00240
pae:PA3625	PA3625	pae00240
pae:PA3637	PA3637	pae00240
pae:PA3654	PA3654	pae00240
pae:PA3807	PA3807	pae00240
pae:PA4115	PA4115	pae00240
pae:PA4478	PA4478	pae00240
pae:PA4646	PA4646	pae00240
pae:PA4756	PA4756	pae00240
pae:PA4758	PA4758	pae00240
pae:PA5321	PA5321	pae00240
pae:PA5331	PA5331	pae00240
pae:PA5497	PA5497	pae00240
pae:PA5541	PA5541	pae00240
pae:PA0051	PA0051	pae00250
pae:PA0265	PA0265	pae00250
pae:PA0266	PA0266	pae00250
pae:PA0296	PA0296	pae00250
pae:PA0298	PA0298	pae00250
pae:PA0402	PA0402	pae00250
pae:PA0761	PA0761	pae00250
pae:PA0782	PA0782	pae00250
pae:PA0870	PA0870	pae00250
pae:PA1337	PA1337	pae00250
pae:PA1566	PA1566	pae00250
pae:PA1638	PA1638	pae00250
pae:PA2040	PA2040	pae00250
pae:PA2084	PA2084	pae00250
pae:PA2253	PA2253	pae00250
pae:PA2629	PA2629	pae00250
pae:PA2828	PA2828	pae00250
pae:PA3068	PA3068	pae00250
pae:PA3108	PA3108	pae00250
pae:PA3356	PA3356	pae00250
pae:PA3459	PA3459	pae00250
pae:PA3525	PA3525	pae00250
pae:PA3759	PA3759	pae00250
pae:PA3797	PA3797	pae00250
pae:PA4588	PA4588	pae00250
pae:PA4756	PA4756	pae00250
pae:PA4758	PA4758	pae00250
pae:PA4938	PA4938	pae00250
pae:PA5035	PA5035	pae00250
pae:PA5036	PA5036	pae00250
pae:PA5119	PA5119	pae00250
pae:PA5263	PA5263	pae00250
pae:PA5429	PA5429	pae00250
pae:PA5508	PA5508	pae00250
pae:PA5522	PA5522	pae00250
pae:PA5549	PA5549	pae00250
pae:PA0035	PA0035	pae00260
pae:PA0036	PA0036	pae00260
pae:PA0316	PA0316	pae00260
pae:PA0331	PA0331	pae00260
pae:PA0399	PA0399	pae00260
pae:PA0400	PA0400	pae00260
pae:PA0421	PA0421	pae00260
pae:PA0851	PA0851	pae00260
pae:PA0902	PA0902	pae00260
pae:PA0904	PA0904	pae00260
pae:PA1052	PA1052	pae00260
pae:PA1326	PA1326	pae00260
pae:PA1499	PA1499	pae00260
pae:PA1587	PA1587	pae00260
pae:PA1757	PA1757	pae00260
pae:PA2250	PA2250	pae00260
pae:PA2413	PA2413	pae00260
pae:PA2442	PA2442	pae00260
pae:PA2443	PA2443	pae00260
pae:PA2444	PA2444	pae00260
pae:PA2445	PA2445	pae00260
pae:PA2446	PA2446	pae00260
pae:PA3117	PA3117	pae00260
pae:PA3167	PA3167	pae00260
pae:PA3357	PA3357	pae00260
pae:PA3735	PA3735	pae00260
pae:PA3736	PA3736	pae00260
pae:PA3896	PA3896	pae00260
pae:PA4602	PA4602	pae00260
pae:PA4626	PA4626	pae00260
pae:PA4693	PA4693	pae00260
pae:PA4796	PA4796	pae00260
pae:PA4829	PA4829	pae00260
pae:PA4960	PA4960	pae00260
pae:PA5131	PA5131	pae00260
pae:PA5213	PA5213	pae00260
pae:PA5214	PA5214	pae00260
pae:PA5215	PA5215	pae00260
pae:PA5372	PA5372	pae00260
pae:PA5373	PA5373	pae00260
pae:PA5379	PA5379	pae00260
pae:PA5398	PA5398	pae00260
pae:PA5399	PA5399	pae00260
pae:PA5400	PA5400	pae00260
pae:PA5401	PA5401	pae00260
pae:PA5410	PA5410	pae00260
pae:PA5411	PA5411	pae00260
pae:PA5413	PA5413	pae00260
pae:PA5415	PA5415	pae00260
pae:PA5416	PA5416	pae00260
pae:PA5417	PA5417	pae00260
pae:PA5418	PA5418	pae00260
pae:PA5419	PA5419	pae00260
pae:PA5495	PA5495	pae00260
pae:PA0223	PA0223	pae00261
pae:PA0904	PA0904	pae00261
pae:PA1010	PA1010	pae00261
pae:PA2412	PA2412	pae00261
pae:PA3117	PA3117	pae00261
pae:PA4188	PA4188	pae00261
pae:PA4442	PA4442	pae00261
pae:PA4443	PA4443	pae00261
pae:PA4759	PA4759	pae00261
pae:PA0316	PA0316	pae00270
pae:PA0390	PA0390	pae00270
pae:PA0399	PA0399	pae00270
pae:PA0400	PA0400	pae00270
pae:PA0432	PA0432	pae00270
pae:PA0546	PA0546	pae00270
pae:PA0654	PA0654	pae00270
pae:PA0870	PA0870	pae00270
pae:PA0904	PA0904	pae00270
pae:PA0932	PA0932	pae00270
pae:PA1061	PA1061	pae00270
pae:PA1292	PA1292	pae00270
pae:PA1432	PA1432	pae00270
pae:PA1469	PA1469	pae00270
pae:PA1683	PA1683	pae00270
pae:PA1684	PA1684	pae00270
pae:PA1685	PA1685	pae00270
pae:PA1687	PA1687	pae00270
pae:PA1843	PA1843	pae00270
pae:PA1927	PA1927	pae00270
pae:PA2104	PA2104	pae00270
pae:PA2105	PA2105	pae00270
pae:PA2443	PA2443	pae00270
pae:PA2709	PA2709	pae00270
pae:PA2822	PA2822	pae00270
pae:PA3004	PA3004	pae00270
pae:PA3107	PA3107	pae00270
pae:PA3117	PA3117	pae00270
pae:PA3139	PA3139	pae00270
pae:PA3167	PA3167	pae00270
pae:PA3169	PA3169	pae00270
pae:PA3170	PA3170	pae00270
pae:PA3476	PA3476	pae00270
pae:PA3736	PA3736	pae00270
pae:PA3816	PA3816	pae00270
pae:PA4543	PA4543	pae00270
pae:PA4773	PA4773	pae00270
pae:PA4774	PA4774	pae00270
pae:PA4956	PA4956	pae00270
pae:PA5013	PA5013	pae00270
pae:PA5025	PA5025	pae00270
pae:PA5203	PA5203	pae00270
pae:PA5379	PA5379	pae00270
pae:PA0130	PA0130	pae00280
pae:PA0132	PA0132	pae00280
pae:PA0747	PA0747	pae00280
pae:PA0879	PA0879	pae00280
pae:PA1535	PA1535	pae00280
pae:PA1587	PA1587	pae00280
pae:PA1629	PA1629	pae00280
pae:PA1736	PA1736	pae00280
pae:PA1737	PA1737	pae00280
pae:PA1997	PA1997	pae00280
pae:PA1999	PA1999	pae00280
pae:PA2000	PA2000	pae00280
pae:PA2001	PA2001	pae00280
pae:PA2011	PA2011	pae00280
pae:PA2012	PA2012	pae00280
pae:PA2013	PA2013	pae00280
pae:PA2014	PA2014	pae00280
pae:PA2015	PA2015	pae00280
pae:PA2247	PA2247	pae00280
pae:PA2248	PA2248	pae00280
pae:PA2249	PA2249	pae00280
pae:PA2250	PA2250	pae00280
pae:PA2550	PA2550	pae00280
pae:PA2552	PA2552	pae00280
pae:PA2553	PA2553	pae00280
pae:PA2940	PA2940	pae00280
pae:PA3013	PA3013	pae00280
pae:PA3014	PA3014	pae00280
pae:PA3415	PA3415	pae00280
pae:PA3416	PA3416	pae00280
pae:PA3417	PA3417	pae00280
pae:PA3418	PA3418	pae00280
pae:PA3454	PA3454	pae00280
pae:PA3569	PA3569	pae00280
pae:PA3570	PA3570	pae00280
pae:PA3591	PA3591	pae00280
pae:PA3925	PA3925	pae00280
pae:PA4785	PA4785	pae00280
pae:PA4829	PA4829	pae00280
pae:PA4899	PA4899	pae00280
pae:PA4979	PA4979	pae00280
pae:PA4994	PA4994	pae00280
pae:PA5013	PA5013	pae00280
pae:PA5313	PA5313	pae00280
pae:PA0331	PA0331	pae00290
pae:PA0353	PA0353	pae00290
pae:PA0851	PA0851	pae00290
pae:PA1326	PA1326	pae00290
pae:PA1417	PA1417	pae00290
pae:PA2035	PA2035	pae00290
pae:PA2828	PA2828	pae00290
pae:PA3118	PA3118	pae00290
pae:PA3120	PA3120	pae00290
pae:PA3121	PA3121	pae00290
pae:PA3418	PA3418	pae00290
pae:PA3506	PA3506	pae00290
pae:PA3792	PA3792	pae00290
pae:PA4180	PA4180	pae00290
pae:PA4694	PA4694	pae00290
pae:PA4695	PA4695	pae00290
pae:PA4696	PA4696	pae00290
pae:PA5013	PA5013	pae00290
pae:PA0223	PA0223	pae00300
pae:PA0530	PA0530	pae00300
pae:PA0904	PA0904	pae00300
pae:PA1010	PA1010	pae00300
pae:PA1162	PA1162	pae00300
pae:PA1654	PA1654	pae00300
pae:PA3117	PA3117	pae00300
pae:PA3659	PA3659	pae00300
pae:PA3666	PA3666	pae00300
pae:PA3736	PA3736	pae00300
pae:PA4188	PA4188	pae00300
pae:PA4416	PA4416	pae00300
pae:PA4417	PA4417	pae00300
pae:PA4759	PA4759	pae00300
pae:PA5277	PA5277	pae00300
pae:PA5278	PA5278	pae00300
pae:PA0265	PA0265	pae00310
pae:PA0266	PA0266	pae00310
pae:PA0446	PA0446	pae00310
pae:PA0447	PA0447	pae00310
pae:PA1027	PA1027	pae00310
pae:PA1028	PA1028	pae00310
pae:PA1252	PA1252	pae00310
pae:PA1586	PA1586	pae00310
pae:PA1587	PA1587	pae00310
pae:PA1629	PA1629	pae00310
pae:PA1736	PA1736	pae00310
pae:PA1737	PA1737	pae00310
pae:PA2001	PA2001	pae00310
pae:PA2250	PA2250	pae00310
pae:PA2553	PA2553	pae00310
pae:PA3014	PA3014	pae00310
pae:PA3591	PA3591	pae00310
pae:PA3925	PA3925	pae00310
pae:PA4785	PA4785	pae00310
pae:PA4829	PA4829	pae00310
pae:PA4899	PA4899	pae00310
pae:PA0202	PA0202	pae00330
pae:PA0219	PA0219	pae00330
pae:PA0221	PA0221	pae00330
pae:PA0292	PA0292	pae00330
pae:PA0293	PA0293	pae00330
pae:PA0299	PA0299	pae00330
pae:PA0393	PA0393	pae00330
pae:PA0421	PA0421	pae00330
pae:PA0437	PA0437	pae00330
pae:PA0654	PA0654	pae00330
pae:PA0704	PA0704	pae00330
pae:PA0782	PA0782	pae00330
pae:PA0870	PA0870	pae00330
pae:PA0895	PA0895	pae00330
pae:PA0896	PA0896	pae00330
pae:PA0897	PA0897	pae00330
pae:PA0898	PA0898	pae00330
pae:PA0899	PA0899	pae00330
pae:PA0901	PA0901	pae00330
pae:PA1255	PA1255	pae00330
pae:PA1259	PA1259	pae00330
pae:PA1421	PA1421	pae00330
pae:PA1565	PA1565	pae00330
pae:PA1687	PA1687	pae00330
pae:PA1818	PA1818	pae00330
pae:PA2317	PA2317	pae00330
pae:PA2776	PA2776	pae00330
pae:PA3366	PA3366	pae00330
pae:PA3713	PA3713	pae00330
pae:PA4007	PA4007	pae00330
pae:PA4114	PA4114	pae00330
pae:PA4163	PA4163	pae00330
pae:PA4189	PA4189	pae00330
pae:PA4342	PA4342	pae00330
pae:PA4519	PA4519	pae00330
pae:PA4565	PA4565	pae00330
pae:PA4773	PA4773	pae00330
pae:PA4774	PA4774	pae00330
pae:PA4839	PA4839	pae00330
pae:PA4899	PA4899	pae00330
pae:PA4976	PA4976	pae00330
pae:PA4977	PA4977	pae00330
pae:PA5080	PA5080	pae00330
pae:PA5309	PA5309	pae00330
pae:PA5312	PA5312	pae00330
pae:PA4007	PA4007	pae00332
pae:PA4565	PA4565	pae00332
pae:PA0335	PA0335	pae00340
pae:PA0421	PA0421	pae00340
pae:PA1143	PA1143	pae00340
pae:PA2531	PA2531	pae00340
pae:PA3151	PA3151	pae00340
pae:PA3152	PA3152	pae00340
pae:PA3165	PA3165	pae00340
pae:PA3175	PA3175	pae00340
pae:PA4447	PA4447	pae00340
pae:PA4448	PA4448	pae00340
pae:PA4449	PA4449	pae00340
pae:PA4899	PA4899	pae00340
pae:PA4939	PA4939	pae00340
pae:PA5066	PA5066	pae00340
pae:PA5067	PA5067	pae00340
pae:PA5091	PA5091	pae00340
pae:PA5092	PA5092	pae00340
pae:PA5093	PA5093	pae00340
pae:PA5098	PA5098	pae00340
pae:PA5100	PA5100	pae00340
pae:PA5106	PA5106	pae00340
pae:PA5140	PA5140	pae00340
pae:PA5141	PA5141	pae00340
pae:PA5142	PA5142	pae00340
pae:PA5143	PA5143	pae00340
pae:PA5203	PA5203	pae00340
pae:PA0265	PA0265	pae00350
pae:PA0421	PA0421	pae00350
pae:PA0865	PA0865	pae00350
pae:PA0870	PA0870	pae00350
pae:PA1966	PA1966	pae00350
pae:PA2007	PA2007	pae00350
pae:PA2008	PA2008	pae00350
pae:PA2009	PA2009	pae00350
pae:PA2470	PA2470	pae00350
pae:PA2471	PA2471	pae00350
pae:PA2473	PA2473	pae00350
pae:PA2531	PA2531	pae00350
pae:PA3139	PA3139	pae00350
pae:PA3165	PA3165	pae00350
pae:PA3629	PA3629	pae00350
pae:PA4073	PA4073	pae00350
pae:PA4091	PA4091	pae00350
pae:PA4092	PA4092	pae00350
pae:PA4121	PA4121	pae00350
pae:PA4122	PA4122	pae00350
pae:PA4123	PA4123	pae00350
pae:PA4124	PA4124	pae00350
pae:PA4125	PA4125	pae00350
pae:PA4127	PA4127	pae00350
pae:PA4128	PA4128	pae00350
pae:PA4447	PA4447	pae00350
pae:PA5427	PA5427	pae00350
pae:PA0202	PA0202	pae00360
pae:PA0421	PA0421	pae00360
pae:PA0704	PA0704	pae00360
pae:PA0865	PA0865	pae00360
pae:PA0870	PA0870	pae00360
pae:PA0872	PA0872	pae00360
pae:PA1377	PA1377	pae00360
pae:PA1628	PA1628	pae00360
pae:PA1629	PA1629	pae00360
pae:PA2531	PA2531	pae00360
pae:PA3139	PA3139	pae00360
pae:PA3165	PA3165	pae00360
pae:PA3366	PA3366	pae00360
pae:PA3590	PA3590	pae00360
pae:PA3591	PA3591	pae00360
pae:PA4073	PA4073	pae00360
pae:PA4163	PA4163	pae00360
pae:PA4342	PA4342	pae00360
pae:PA4447	PA4447	pae00360
pae:PA4980	PA4980	pae00360
pae:PA5084	PA5084	pae00360
pae:PA5304	PA5304	pae00360
pae:PA0810	PA0810	pae00361
pae:PA2086	PA2086	pae00361
pae:PA2507	PA2507	pae00361
pae:PA2509	PA2509	pae00361
pae:PA2682	PA2682	pae00361
pae:PA3498	PA3498	pae00361
pae:PA0153	PA0153	pae00362
pae:PA0154	PA0154	pae00362
