,ID,Gene,VF,Source_Organism
30200,>VFG005747(gb|WP_020905234),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS10270
30201,>VFG005748(gb|WP_011054540),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS315
30202,>VFG005750(gb|WP_011528692),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS10750
30203,>VFG005751(gb|WP_011888834),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes str. Manfredo
30204,>VFG005752(gb|WP_002989639),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS2096
30205,>VFG005754(gb|WP_011017830),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS8232
30206,>VFG005755(gb|WP_002984462),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus pyogenes MGAS6180
30207,>VFG005756(gb|WP_001101132),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30208,>VFG005757(gb|WP_001101136),(cfa/cfb) cAMP factor,CAMP factor (VF0280) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30209,>VFG005760(gb|WP_000533775),(cylX) acetyl coenzyme A (CoA) carboxylase CylX,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30210,>VFG005763(gb|WP_000859501),(cylD) malonyl-CoA-ACP transacylase CylD,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30211,>VFG005765(gb|WP_000861303),(cylG) 3-ketoacyl-ACP-reductase CylG,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30212,>VFG005766(gb|WP_000861302),(cylG) 3-ketoacyl-ACP-reductase CylG,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30213,>VFG005769(gb|WP_000611493),(acpC) acyl carrier protein AcpC,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30214,>VFG005772(gb|WP_000164166),(cylZ) 3R-hydroxymyristoyl ACP dehydratase CylZ,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30215,>VFG005774(gb|WP_000403526),(cylA) ABC (ATP-binding cassette) transporter CylA,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30216,>VFG005775(gb|WP_000403526),(cylA) ABC (ATP-binding cassette) transporter CylA,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30217,>VFG005777(gb|WP_000462408),(cylB) ABC (ATP-binding cassette) transporter CylB,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30218,>VFG005778(gb|WP_000462410),(cylB) ABC (ATP-binding cassette) transporter CylB,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30219,>VFG005781(gb|WP_000650746),(cylE) haemolysin CylE,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30220,>VFG005784(gb|WP_001092618),(cylF) putative aminomethyltransferase CylF,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30221,>VFG005786(gb|WP_000118223),(cylI) putative 3-ketoacyl-ACP synthase CylI,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30222,>VFG005787(gb|WP_000118217),(cylI) putative 3-ketoacyl-ACP synthase CylI,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30223,>VFG005789(gb|WP_000033001),(cylJ) glycosyltransferase CylJ,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30224,>VFG005790(gb|WP_000033003),(cylJ) glycosyltransferase CylJ,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30225,>VFG005791(gb|WP_000033002),(cylJ) glycosyltransferase CylJ,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae 2603V/R
30226,>VFG005792(gb|WP_001068960),(cylK) putative phosphopantetheinyl transferase CylK,-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae A909
30227,>VFG005793(gb|WP_001068957),(cylK) putative phosphopantetheinyl transferase CylK,Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235),Streptococcus agalactiae NEM316
30228,>VFG005795(gb|WP_001284359),(ply) pneumolysin,Pneumolysin (VF0149) - Exotoxin (VFC0235),Streptococcus pneumoniae D39
30229,>VFG005798(gb|YP_001198769),(sly) hemolysin,Suilysin (VF1062) - Exotoxin (VFC0235),Streptococcus suis 05ZYH33
30230,>VFG005799(gb|YP_001200974),(sly) hemolysin,Suilysin (VF1062) - Exotoxin (VFC0235),Streptococcus suis 98HAH33
30231,>VFG005800(gb|WP_000489955),(bca) C protein alpha-antigen,Alpha-C protein (VF0276) - Invasion (VFC0083),Streptococcus agalactiae A909
30232,>VFG005801(gb|WP_000489962),(alp2) alpha-like surface protein,Alpha-like protein (VF1063) - Immune modulation (VFC0258),Streptococcus agalactiae NEM316
30233,>VFG005802(gb|WP_000489923),(rib) alpha-like surface protein,Rib (VF1064) - Immune modulation (VFC0258),Streptococcus agalactiae 2603V/R
30234,>VFG005803(gb|WP_000477136),(cba) c protein beta antigen,-C protein (VF0277) - Immune modulation (VFC0258),Streptococcus agalactiae A909
30235,>VFG005807(gb|WP_000733056),"(psaA) manganese ABC transporter, manganese-binding adhesion liprotein",PsaA (VF0151) - Nutritional/Metabolic factor (VFC0272),Streptococcus pneumoniae D39
30236,>VFG005810(gb|WP_011836396),"(psaA) manganese ABC transporter, manganese-binding adhesion liprotein",PsaA (VF0151) - Nutritional/Metabolic factor (VFC0272),Streptococcus sanguinis SK36
30237,>VFG005811(gb|WP_002262031),"(psaA) manganese ABC transporter, manganese-binding adhesion liprotein",PsaA (VF0151) - Nutritional/Metabolic factor (VFC0272),Streptococcus mutans UA159
30238,>VFG005812(gb|WP_000858246),(piuA) siderophore ABC transporter substrate-binding protein,Pneumococcal iron uptake (VF1066) - Nutritional/Metabolic factor (VFC0272),Streptococcus pneumoniae D39
30239,>VFG005813(gb|WP_000858264),(piuA) siderophore ABC transporter substrate-binding protein,Pneumococcal iron uptake (VF1066) - Nutritional/Metabolic factor (VFC0272),Streptococcus pneumoniae TIGR4
30240,>VFG005815(gb|WP_000790743),(piaA) iron-siderophore ABC transporter substrate-binding protein,Pneumococcal iron acquisition (VF1067) - Nutritional/Metabolic factor (VFC0272),Streptococcus pneumoniae D39
30241,>VFG005819(gb|WP_011285742),(sic) inhibitor of complement-mediated lysis,SIC (VF0255) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS5005
30242,>VFG005820(gb|WP_002991228),(sic) inhibitor of complement-mediated lysis,SIC (VF0255) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS2096
30243,>VFG005823(gb|WP_011285768),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS5005
30244,>VFG005824(gb|WP_020905602),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS10270
30245,>VFG005825(gb|WP_011055113),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS315
30246,>VFG005827(gb|WP_002982042),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes str. Manfredo
30247,>VFG005829(gb|WP_002991440),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS2096
30248,>VFG005831(gb|WP_011018340),(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS8232
30249,>VFG005832,(hasA) hyaluronan synthase HasA,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS6180
30250,>VFG005833(gb|WP_000802346),(neuA) N-acylneuraminate cytidylyltransferase,Capsule (VF0274) - Immune modulation (VFC0258),Streptococcus agalactiae A909
30251,>VFG005834(gb|WP_000802346),(neuA) N-acylneuraminate cytidylyltransferase,Capsule (VF0274) - Immune modulation (VFC0258),Streptococcus agalactiae NEM316
30252,>VFG005836(gb|WP_000091085),(cps4A) capsular polysaccharide biosynthesis protein Cps4A,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pneumoniae D39
30253,>VFG005838(gb|WP_011836759),(rfbD) dTDP-4-dehydrorhamnose reductase,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus sanguinis SK36
30254,>VFG005839(gb|YP_001197930),(SSU05_0564) Cps2A,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus suis 05ZYH33
30255,>VFG005840(gb|YP_001200125),(SSU98_0567) Cps2A,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus suis 98HAH33
30256,>VFG005841(gb|WP_002262748),(SMU_RS01255) rhamnose-glucose polysaccharide biosynthesis protein RgpB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus mutans UA159
30257,>VFG005842(gb|WP_157822584),"(waaB) lipopolysaccharide 1,6-galactosyltransferase",Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus thermophilus CNRZ1066
30258,>VFG005843(gb|WP_011226028),"(STU_RS14545) exopolysaccharide biosynthesis protein, glycosyl transferase",Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus thermophilus LMG 18311
30259,>VFG005844(gb|WP_011681165),(STER_RS05250) polysaccharide biosynthesis C-terminal domain-containing protein,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus thermophilus LMD-9
30260,>VFG005847,(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS10270
30261,>VFG005848(gb|WP_002992300),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS315
30262,>VFG005849(gb|WP_011106927),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes SSI-1
30263,>VFG005850(gb|WP_002990653),(MGAS10750_RS02400) UDP-glucose/GDP-mannose dehydrogenase family protein,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS10750
30264,>VFG005851(gb|WP_011889255),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes str. Manfredo
30265,>VFG005852(gb|WP_011018341),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS10394
30266,>VFG005853(gb|WP_002991442),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS2096
30267,>VFG005854(gb|WP_011527820),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS9429
30268,>VFG005855(gb|WP_011018341),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS8232
30269,>VFG005856(gb|WP_011285337),(hasB) UDP-glucose 6-dehydrogenase HasB,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pyogenes MGAS6180
30270,>VFG005858(gb|WP_000727597),(GBS_RS06540) acetyltransferase,Capsule (VF0274) - Immune modulation (VFC0258),Streptococcus agalactiae NEM316
30271,>VFG005860(gb|WP_000567603),(cps4B) capsular polysaccharide biosynthesis protein Cps4B,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus pneumoniae D39
30272,>VFG005862(gb|WP_009659423),"(rfbB) dTDP-glucose 4,6-dehydratase",Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus sanguinis SK36
30273,>VFG005863(gb|YP_001197931),(SSU05_0565) Cps2B,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus suis 05ZYH33
30274,>VFG005864(gb|YP_001200126),(SSU98_0568) Cps2A,Capsule (VF0144) - Immune modulation (VFC0258),Streptococcus suis 98HAH33
